pipname,tile,tile_type,tile_x,tile_y,src_wire,dst_wire,net,base_reg,avg_delay_ps,max_delay_ps
INT_R_X3Y94/IMUX29->CLBLM_R_X3Y94/CLBLM_M_C2,INT_R_X3Y94,INT_R,3,94,INT_R_X3Y94/IMUX29,CLBLM_R_X3Y94/CLBLM_M_C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y101/CLBLL_L_C4->SITEWIRE/SLICE_X1Y101/C1,CLBLL_L_X2Y101,CLBLL_L,2,101,CLBLL_L_X2Y101/CLBLL_L_C4,SITEWIRE/SLICE_X1Y101/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X16Y111/NL1BEG1->INT_L_X16Y112/IMUX_L17,INT_L_X16Y111,INT_L,16,111,INT_L_X16Y111/NL1BEG1,INT_L_X16Y112/IMUX_L17,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X12Y115/LH12->INT_R_X17Y115/SW6A1,INT_L_X12Y115,INT_L,12,115,INT_L_X12Y115/LH12,INT_R_X17Y115/SW6A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X16Y111/CLBLL_LL_A2->SITEWIRE/SLICE_X24Y111/A1,CLBLL_L_X16Y111,CLBLL_L,16,111,CLBLL_L_X16Y111/CLBLL_LL_A2,SITEWIRE/SLICE_X24Y111/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X16Y111/IMUX_L2->CLBLL_L_X16Y111/CLBLL_LL_A2,INT_L_X16Y111,INT_L,16,111,INT_L_X16Y111/IMUX_L2,CLBLL_L_X16Y111/CLBLL_LL_A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X16Y110/BYP_ALT6->INT_L_X16Y110/BYP_BOUNCE6,INT_L_X16Y110,INT_L,16,110,INT_L_X16Y110/BYP_ALT6,INT_L_X16Y110/BYP_BOUNCE6,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_R_X7Y105/CLBLM_M_C5->SITEWIRE/SLICE_X8Y105/C1,CLBLM_R_X7Y105,CLBLM_R,7,105,CLBLM_R_X7Y105/CLBLM_M_C5,SITEWIRE/SLICE_X8Y105/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X4Y121/NW2END3->INT_L_X4Y121/NE6BEG3,INT_L_X4Y121,INT_L,4,121,INT_L_X4Y121/NW2END3,INT_L_X4Y121/NE6BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y40/ER1BEG3->INT_R_X9Y40/FAN_ALT3,INT_L_X8Y40,INT_L,8,40,INT_L_X8Y40/ER1BEG3,INT_R_X9Y40/FAN_ALT3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y100/NN2A2->INT_L_X0Y101/EE2BEG2,INT_L_X0Y100,INT_L,0,100,INT_L_X0Y100/NN2A2,INT_L_X0Y101/EE2BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_R_X17Y109/CLBLL_LL_B5->SITEWIRE/SLICE_X26Y109/B1,CLBLL_R_X17Y109,CLBLL_R,17,109,CLBLL_R_X17Y109/CLBLL_LL_B5,SITEWIRE/SLICE_X26Y109/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X17Y109/WL1END0->INT_R_X17Y109/IMUX24,INT_R_X17Y109,INT_R,17,109,INT_R_X17Y109/WL1END0,INT_R_X17Y109/IMUX24,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X18Y114/SS6A1->INT_R_X17Y109/WL1END0,INT_L_X18Y114,INT_L,18,114,INT_L_X18Y114/SS6A1,INT_R_X17Y109/WL1END0,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X12Y115/LH12->INT_L_X18Y114/SS6A1,INT_L_X12Y115,INT_L,12,115,INT_L_X12Y115/LH12,INT_L_X18Y114/SS6A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y129/NE2A2->INT_R_X5Y129/FAN_ALT5,INT_L_X4Y129,INT_L,4,129,INT_L_X4Y129/NE2A2,INT_R_X5Y129/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y107/CLBLL_LL_C3->SITEWIRE/SLICE_X0Y107/C1,CLBLL_L_X2Y107,CLBLL_L,2,107,CLBLL_L_X2Y107/CLBLL_LL_C3,SITEWIRE/SLICE_X0Y107/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X2Y107/IMUX_L22->CLBLL_L_X2Y107/CLBLL_LL_C3,INT_L_X2Y107,INT_L,2,107,INT_L_X2Y107/IMUX_L22,CLBLL_L_X2Y107/CLBLL_LL_C3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X1Y109/SR1BEG3->INT_L_X2Y107/SE2END3,INT_R_X1Y109,INT_R,1,109,INT_R_X1Y109/SR1BEG3,INT_L_X2Y107/SE2END3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y109/WW2A2->INT_R_X1Y109/SR1BEG3,INT_L_X2Y109,INT_L,2,109,INT_L_X2Y109/WW2A2,INT_R_X1Y109/SR1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X7Y101/IMUX6->CLBLM_R_X7Y101/CLBLM_L_A1,INT_R_X7Y101,INT_R,7,101,INT_R_X7Y101/IMUX6,CLBLM_R_X7Y101/CLBLM_L_A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y109/WR1BEG3->INT_L_X2Y109/WW2A2,INT_L_X4Y109,INT_L,4,109,INT_L_X4Y109/WR1BEG3,INT_L_X2Y109/WW2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_R_X17Y106/CLBLL_L_A2->SITEWIRE/SLICE_X27Y106/A2,CLBLL_R_X17Y106,CLBLL_R,17,106,CLBLL_R_X17Y106/CLBLL_L_A2,SITEWIRE/SLICE_X27Y106/A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X17Y106/IMUX3->CLBLL_R_X17Y106/CLBLL_L_A2,INT_R_X17Y106,INT_R,17,106,INT_R_X17Y106/IMUX3,CLBLL_R_X17Y106/CLBLL_L_A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y101/IMUX_L21->CLBLL_L_X2Y101/CLBLL_L_C4,INT_L_X2Y101,INT_L,2,101,INT_L_X2Y101/IMUX_L21,CLBLL_L_X2Y101/CLBLL_L_C4,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X17Y107/SS2A1->INT_R_X17Y106/IMUX3,INT_R_X17Y107,INT_R,17,107,INT_R_X17Y107/SS2A1,INT_R_X17Y106/IMUX3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X17Y108/SW2END1->INT_R_X17Y107/SS2A1,INT_R_X17Y108,INT_R,17,108,INT_R_X17Y108/SW2END1,INT_R_X17Y107/SS2A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X18Y114/SS6A1->INT_R_X17Y108/SW2END1,INT_L_X18Y114,INT_L,18,114,INT_L_X18Y114/SS6A1,INT_R_X17Y108/SW2END1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y109/SW6BEG2->INT_L_X6Y105/ER1BEG3,INT_L_X8Y109,INT_L,8,109,INT_L_X8Y109/SW6BEG2,INT_L_X6Y105/ER1BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y101/EE2BEG2->INT_L_X2Y101/IMUX_L21,INT_L_X0Y101,INT_L,0,101,INT_L_X0Y101/EE2BEG2,INT_L_X2Y101/IMUX_L21,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y97/LVB0->INT_L_X0Y97/WW4C2,INT_R_X3Y97,INT_R,3,97,INT_R_X3Y97/LVB0,INT_L_X0Y97/WW4C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y95/IMUX_L20->CLBLL_L_X2Y95/CLBLL_L_C2,INT_L_X2Y95,INT_L,2,95,INT_L_X2Y95/IMUX_L20,CLBLL_L_X2Y95/CLBLL_L_C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y95/EE2BEG2->INT_L_X2Y95/IMUX_L20,INT_L_X0Y95,INT_L,0,95,INT_L_X0Y95/EE2BEG2,INT_L_X2Y95/IMUX_L20,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y85/EE4A2->INT_R_X7Y84/SS2A2,INT_L_X4Y85,INT_L,4,85,INT_L_X4Y85/EE4A2,INT_R_X7Y84/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y96/SS2A2->INT_L_X0Y95/EE2BEG2,INT_L_X0Y96,INT_L,0,96,INT_L_X0Y96/SS2A2,INT_L_X0Y95/EE2BEG2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
DSP_L_X34Y115/DSP_0_A1->SITEWIRE/DSP48_X1Y46/A1,DSP_L_X34Y115,DSP_L,34,115,DSP_L_X34Y115/DSP_0_A1,SITEWIRE/DSP48_X1Y46/A1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLL_L_X4Y122/CLBLL_L_B5->SITEWIRE/SLICE_X5Y122/B1,CLBLL_L_X4Y122,CLBLL_L,4,122,CLBLL_L_X4Y122/CLBLL_L_B5,SITEWIRE/SLICE_X5Y122/B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
CLBLM_R_X7Y92/CLBLM_M_C3->SITEWIRE/SLICE_X8Y92/C1,CLBLM_R_X7Y92,CLBLM_R,7,92,CLBLM_R_X7Y92/CLBLM_M_C3,SITEWIRE/SLICE_X8Y92/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_R_X7Y92/IMUX22->CLBLM_R_X7Y92/CLBLM_M_C3,INT_R_X7Y92,INT_R,7,92,INT_R_X7Y92/IMUX22,CLBLM_R_X7Y92/CLBLM_M_C3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y65/SE2A2->INT_L_X8Y65/SW6A2,INT_L_X8Y65,INT_L,8,65,INT_L_X8Y65/SE2A2,INT_L_X8Y65/SW6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLL_L_X2Y63/CLBLL_L_B1->SITEWIRE/SLICE_X1Y63/B3,CLBLL_L_X2Y63,CLBLL_L,2,63,CLBLL_L_X2Y63/CLBLL_L_B1,SITEWIRE/SLICE_X1Y63/B3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X6Y92/SE2A3->INT_R_X7Y92/IMUX22,INT_L_X6Y92,INT_L,6,92,INT_L_X6Y92/SE2A3,INT_R_X7Y92/IMUX22,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X5Y93/ER1BEG3->INT_L_X6Y92/SE2A3,INT_R_X5Y93,INT_R,5,93,INT_R_X5Y93/ER1BEG3,INT_L_X6Y92/SE2A3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
CLBLM_L_X8Y82/CLBLM_M_C2->SITEWIRE/SLICE_X10Y82/C1,CLBLM_L_X8Y82,CLBLM_L,8,82,CLBLM_L_X8Y82/CLBLM_M_C2,SITEWIRE/SLICE_X10Y82/C1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,0,0
INT_L_X0Y97/WW4C2->INT_L_X0Y98/NN2A2,INT_L_X0Y97,INT_L,0,97,INT_L_X0Y97/WW4C2,INT_L_X0Y98/NN2A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y82/IMUX_L29->CLBLM_L_X8Y82/CLBLM_M_C2,INT_L_X8Y82,INT_L,8,82,INT_L_X8Y82/IMUX_L29,CLBLM_L_X8Y82/CLBLM_M_C2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y130/BYP_ALT2->INT_L_X2Y130/BYP_L2,INT_L_X2Y130,INT_L,2,130,INT_L_X2Y130/BYP_ALT2,INT_L_X2Y130/BYP_L2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_R_X3Y97/LVB0->INT_L_X4Y97/SE6A2,INT_R_X3Y97,INT_R,3,97,INT_R_X3Y97/LVB0,INT_L_X4Y97/SE6A2,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X8Y82/SE2END2->INT_L_X8Y82/IMUX_L29,INT_L_X8Y82,INT_L,8,82,INT_L_X8Y82/SE2END2,INT_L_X8Y82/IMUX_L29,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X0Y71/NW6A3->INT_L_X0Y75/EE2BEG3,INT_L_X0Y71,INT_L,0,71,INT_L_X0Y71/NW6A3,INT_L_X0Y75/EE2BEG3,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y63/IMUX_L14->CLBLL_L_X2Y63/CLBLL_L_B1,INT_L_X2Y63,INT_L,2,63,INT_L_X2Y63/IMUX_L14,CLBLL_L_X2Y63/CLBLL_L_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y64/SS2A2->INT_L_X2Y63/IMUX_L14,INT_L_X2Y64,INT_L,2,64,INT_L_X2Y64/SS2A2,INT_L_X2Y63/IMUX_L14,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X16Y139/WW2A2->INT_R_X15Y139/FAN_ALT5,INT_L_X16Y139,INT_L,16,139,INT_L_X16Y139/WW2A2,INT_R_X15Y139/FAN_ALT5,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X2Y60/IMUX_L15->CLBLL_L_X2Y60/CLBLL_LL_B1,INT_L_X2Y60,INT_L,2,60,INT_L_X2Y60/IMUX_L15,CLBLL_L_X2Y60/CLBLL_LL_B1,i_sca_pqc_adapter.i_sca_pqc.rs1_reg[18],rs1_reg,132.42498665242925,301
INT_L_X4Y120/NE6BEG1->INT_R_X5Y124/WR1END2,INT_L_X4Y120,INT_L,4,120,INT_L_X4Y120/NE6BEG1,INT_R_X5Y124/WR1END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
CLBLM_R_X5Y124/CLBLM_L_D2->SITEWIRE/SLICE_X7Y124/D2,CLBLM_R_X5Y124,CLBLM_R,5,124,CLBLM_R_X5Y124/CLBLM_L_D2,SITEWIRE/SLICE_X7Y124/D2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_R_X5Y134/WR1END2->INT_R_X5Y134/IMUX28,INT_R_X5Y134,INT_R,5,134,INT_R_X5Y134/WR1END2,INT_R_X5Y134/IMUX28,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
CLBLM_R_X5Y134/CLBLM_M_C4->SITEWIRE/SLICE_X6Y134/C4,CLBLM_R_X5Y134,CLBLM_R,5,134,CLBLM_R_X5Y134/CLBLM_M_C4,SITEWIRE/SLICE_X6Y134/C4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_R_X5Y124/WR1END2->INT_R_X5Y124/IMUX36,INT_R_X5Y124,INT_R,5,124,INT_R_X5Y124/WR1END2,INT_R_X5Y124/IMUX36,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X4Y132/NW6BEG1->INT_L_X2Y136/SR1BEG1,INT_L_X4Y132,INT_L,4,132,INT_L_X4Y132/NW6BEG1,INT_L_X2Y136/SR1BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
CLBLL_L_X2Y135/CLBLL_LL_A4->SITEWIRE/SLICE_X0Y135/A1,CLBLL_L_X2Y135,CLBLL_L,2,135,CLBLL_L_X2Y135/CLBLL_LL_A4,SITEWIRE/SLICE_X0Y135/A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_L_X2Y143/NN2A1->INT_L_X2Y144/EE2BEG1,INT_L_X2Y143,INT_L,2,143,INT_L_X2Y143/NN2A1,INT_L_X2Y144/EE2BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X2Y144/EE2BEG1->INT_L_X4Y144/IMUX_L11,INT_L_X2Y144,INT_L,2,144,INT_L_X2Y144/EE2BEG1,INT_L_X4Y144/IMUX_L11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X4Y144/IMUX_L11->CLBLL_L_X4Y144/CLBLL_LL_A4,INT_L_X4Y144,INT_L,4,144,INT_L_X4Y144/IMUX_L11,CLBLL_L_X4Y144/CLBLL_LL_A4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
CLBLL_L_X4Y144/CLBLL_LL_A4->SITEWIRE/SLICE_X4Y144/A1,CLBLL_L_X4Y144,CLBLL_L,4,144,CLBLL_L_X4Y144/CLBLL_LL_A4,SITEWIRE/SLICE_X4Y144/A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_L_X8Y111/SS2A1->INT_L_X8Y110/SE6BEG1,INT_L_X8Y111,INT_L,8,111,INT_L_X8Y111/SS2A1,INT_L_X8Y110/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X8Y110/SE6BEG1->INT_L_X10Y105/SW2A1,INT_L_X8Y110,INT_L,8,110,INT_L_X8Y110/SE6BEG1,INT_L_X10Y105/SW2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X10Y105/SW2A1->INT_R_X9Y104/SS6A1,INT_L_X10Y105,INT_L,10,105,INT_L_X10Y105/SW2A1,INT_R_X9Y104/SS6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y104/SS6A1->INT_L_X8Y99/SW6A1,INT_R_X9Y104,INT_R,9,104,INT_R_X9Y104/SS6A1,INT_L_X8Y99/SW6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y90/SR1BEG2->INT_R_X9Y88/SS2A2,INT_R_X9Y90,INT_R,9,90,INT_R_X9Y90/SR1BEG2,INT_R_X9Y88/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y86/SS2A2->INT_R_X9Y84/SS2A2,INT_R_X9Y86,INT_R,9,86,INT_R_X9Y86/SS2A2,INT_R_X9Y84/SS2A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X34Y117/IMUX_L22->DSP_L_X34Y115/DSP_0_B8,INT_L_X34Y117,INT_L,34,117,INT_L_X34Y117/IMUX_L22,DSP_L_X34Y115/DSP_0_B8,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X10Y116/SW6BEG1->INT_L_X8Y111/SS2A1,INT_L_X10Y116,INT_L,10,116,INT_L_X10Y116/SW6BEG1,INT_L_X8Y111/SS2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y109/SL1BEG1->INT_R_X9Y108/SR1BEG2,INT_R_X9Y109,INT_R,9,109,INT_R_X9Y109/SL1BEG1,INT_R_X9Y108/SR1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y107/IMUX22->DSP_R_X9Y105/DSP_0_B8,INT_R_X9Y107,INT_R,9,107,INT_R_X9Y107/IMUX22,DSP_R_X9Y105/DSP_0_B8,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X14Y116/ER1BEG2->INT_L_X16Y117/NE2END2,INT_L_X14Y116,INT_L,14,116,INT_L_X14Y116/ER1BEG2,INT_L_X16Y117/NE2END2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X32Y117/EE2BEG2->INT_L_X34Y117/BYP_ALT2,INT_L_X32Y117,INT_L,32,117,INT_L_X32Y117/EE2BEG2,INT_L_X34Y117/BYP_ALT2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X9Y118/FAN_ALT6->INT_R_X9Y118/FAN_BOUNCE6,INT_R_X9Y118,INT_R,9,118,INT_R_X9Y118/FAN_ALT6,INT_R_X9Y118/FAN_BOUNCE6,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X22Y117/EE2BEG2->INT_L_X24Y117/EE4BEG2,INT_L_X22Y117,INT_L,22,117,INT_L_X22Y117/EE2BEG2,INT_L_X24Y117/EE4BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
DSP_R_X9Y105/DSP_0_B8->SITEWIRE/DSP48_X0Y42/B8,DSP_R_X9Y105,DSP_R,9,105,DSP_R_X9Y105/DSP_0_B8,SITEWIRE/DSP48_X0Y42/B8,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_L_X4Y120/EE4BEG1->INT_L_X8Y120/SE6BEG1,INT_L_X4Y120,INT_L,4,120,INT_L_X4Y120/EE4BEG1,INT_L_X8Y120/SE6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_R_X5Y134/IMUX28->CLBLM_R_X5Y134/CLBLM_M_C4,INT_R_X5Y134,INT_R,5,134,INT_R_X5Y134/IMUX28,CLBLM_R_X5Y134/CLBLM_M_C4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X34Y110/SS6A2->INT_L_X34Y104/SS6A2,INT_L_X34Y110,INT_L,34,110,INT_L_X34Y110/SS6A2,INT_L_X34Y104/SS6A2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X4Y133/NE2A1->INT_R_X5Y134/NE2A1,INT_L_X4Y133,INT_L,4,133,INT_L_X4Y133/NE2A1,INT_R_X5Y134/NE2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X4Y132/NW6BEG1->INT_L_X2Y137/NN6A1,INT_L_X4Y132,INT_L,4,132,INT_L_X4Y132/NW6BEG1,INT_L_X2Y137/NN6A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X8Y120/SE6BEG1->INT_L_X10Y116/EE2BEG1,INT_L_X8Y120,INT_L,8,120,INT_L_X8Y120/SE6BEG1,INT_L_X10Y116/EE2BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X18Y117/EE4BEG2->INT_L_X22Y117/EE2BEG2,INT_L_X18Y117,INT_L,18,117,INT_L_X18Y117/EE4BEG2,INT_L_X22Y117/EE2BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X10Y116/EE4BEG1->INT_L_X14Y116/ER1BEG2,INT_L_X10Y116,INT_L,10,116,INT_L_X10Y116/EE4BEG1,INT_L_X14Y116/ER1BEG2,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X10Y116/EE2BEG1->INT_L_X12Y116/IMUX_L11,INT_L_X10Y116,INT_L,10,116,INT_L_X10Y116/EE2BEG1,INT_L_X12Y116/IMUX_L11,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
DSP_R_X9Y115/DSP_0_A8->SITEWIRE/DSP48_X0Y46/A8,DSP_R_X9Y115,DSP_R,9,115,DSP_R_X9Y115/DSP_0_A8,SITEWIRE/DSP48_X0Y46/A8,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,0,0
INT_L_X4Y127/NN6A1->INT_L_X4Y132/NW6BEG1,INT_L_X4Y127,INT_L,4,127,INT_L_X4Y127/NN6A1,INT_L_X4Y132/NW6BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X10Y73/SW2END2->INT_L_X10Y74/NW2A3,INT_L_X10Y73,INT_L,10,73,INT_L_X10Y73/SW2END2,INT_L_X10Y74/NW2A3,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X8Y120/SE6BEG1->INT_L_X10Y116/EE4BEG1,INT_L_X8Y120,INT_L,8,120,INT_L_X8Y120/SE6BEG1,INT_L_X10Y116/EE4BEG1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X12Y116/IMUX_L11->CLBLL_L_X12Y116/CLBLL_LL_A4,INT_L_X12Y116,INT_L,12,116,INT_L_X12Y116/IMUX_L11,CLBLL_L_X12Y116/CLBLL_LL_A4,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
INT_L_X8Y111/SS2A1->INT_L_X8Y109/SE2A1,INT_L_X8Y111,INT_L,8,111,INT_L_X8Y111/SS2A1,INT_L_X8Y109/SE2A1,i_sca_pqc_adapter.i_sca_pqc.rs2_reg[8],rs2_reg,132.42498665242925,301
